-159.320679,22.061848,La Playita Azul,"4-831 Kuhio Hwy, Kapaa, 96746, (808) 821-2323"
-157.820877,21.273705,Matteo s Italian,"2550 Kuhio Ave, Honolulu Oahu, 96815, (808) 922-5551"
-157.850525,21.292034,Mocha Java Cafe,"1200 Ala Moana Blvd, Honolulu Oahu, 96814, (808) 591-9023"
-156.677338,20.872435,Mulligan s At The Wharf,"658 Front Street, Lahaina, 96761, (808) 661-8881"
-156.437607,20.674744,Mulligan s On The,"100 Kaukahi Street, Kihei, 96753, (808) 874-1131"
-157.825974,21.279436,Ono Cheese Steak,"2310 Kuhio Ave, Honolulu Oahu, 96815, (800) 923-8080"
-156.323242,20.913898,Pan A,"810 Kokomo Road, Haiku, 96708, (808) 573-8056"
-155.993591,19.639,Pancho And,"75-5719 Alii Dr, Kailua-Kona Big Island of Hawaii, 96740, (808) 326-2171"
-157.842743,21.289579,Pearl Ultra,"1450 Ala Moana Blvd, Honolulu Oahu, 96814, (808) 944-8000"
-157.824066,21.274715,Popeye s Chicken,"110 Liliuokalani Avenue, Honolulu Oahu, 96815, (808) 926-8368"
-157.838654,21.285191,Sarento s Top Of,"1777 Ala Moana Blvd, Honolulu Oahu, 96815, (808) 955-5559"
-157.826935,21.280245,Seaside Bar &,"2256 Kuhio Ave, Honolulu Oahu, 96815, (808) 922-8227"
126.99707,37.550049,Seoul Jung,"130 Liliuokalani Avenue, Honolulu Oahu, 96815, (808) 922-4911"
-157.835815,21.28467,Sergio s Italian,"2005 Kalia Rd, Honolulu Oahu, 96801, (808) 951-6900"
-156.694626,20.916115,Son z Maui at,"200 Nohea Kai Drive, Lahaina, 96761, (808) 667-4506"
-158.102966,21.587671,Spaghettini,"66-200 Kamehameha Highway, Haleiwa, 96712, (808) 637-0104"
-156.455261,20.748825,Stella Blues Cafe,"1279 S Kihei Rd, Kihei, 96753, (808) 874-3779"
-157.971313,21.394073,Subway,"945 Kamehameha Hwy, Pearl City, 96782, (808) 454-1122"
-157.930862,21.37969,Tadashi,"98-199 Kam Hwy, Aiea, 96701, (808) 485-8535"
-157.812943,21.269194,Tavola Tavola,"3106 Monsarrat Avenue, Honolulu Oahu, 96815, (808) 737-6600"
-158.015915,21.458391,The Shack,"95-221 Kipapa Dr, Mililani, 96789, (808) 627-1561"
-156.455261,20.748825,Tip Ups Tavern &,"1279 South Kihei Rd, Kihei, 96753, (808) 874-9299"
-157.832703,21.289738,Tudo De Bom,"1960 Kapiolani Blvd, Honolulu Oahu, 96826, (808) 942-0267"
-157.827087,21.280022,Zanzabar,"2255 Kuhio Avenue, Honolulu Oahu, 96815, (808) 923-3939"
-157.839676,21.289858,Aaron s Atop The Ala Moana,"410 Atkinson Dr, Honolulu Oahu, 96814, (808) 955-4466"
-157.810333,21.309891,Andy Sandwiches &,"2904 E Manoa Rd, Honolulu Oahu, 96822, (808) 988-6161"
-157.743851,21.392323,Big,"108 Hekili St, Kailua, 96734, (808) 263-8880"
-157.799744,21.282961,Big City Diner,"3565 Waialae Ave, Honolulu Oahu, 96816, (808) 738-8855"
-158.001404,21.413645,Big City Diner Waipio,"94-800 Ukee Street, Waipahu, 96797, (808) 678-8868"
-157.939255,21.382343,Big,"98-211 Pali Momi, Aiea, 96701, (808) 487-8188"
-157.854233,21.294458,Big City,"1060 Auahi St, Honolulu Oahu, 96814, (808) 591-8891"
-157.865234,21.307302,Bikini Cantina,"1 Aloha Tower Drive, Honolulu Oahu, 96813, (808) 525-7288"
-157.745026,21.393293,Boardriders,"201 A Hamakua Drive, Kailua, 96734, (808) 261-4600"
-158.100113,21.60182,Breakers,"66-250 Kamehmeha Hwy, Haleiwa, 96712, (808) 637-9898"
-157.799744,21.282961,Cafe Laufer,"3565 Waialae Avenue, Honolulu Oahu, 96816, (808) 735-7717"
-157.855377,21.296936,California Beach,"404 Ward Ave, Honolulu Oahu, 96814, (808) 597-8000"
-157.830444,21.294207,Camellia Buffet,"930 McCully Street, Honolulu Oahu, 96826, (808) 951-0511"
-156.432251,20.67593,Capische?,"555 Kaukahi Road, Kihei, 96753, (808) 879-2224"
-157.829605,21.280432,Cappuccinos Cafe,"320 Lewers Street, Honolulu Oahu, 96815, (808) 921-3534"
-157.742126,21.397045,Cinnamon s,"315 Uluniu St, Kailua, 96734, (808) 261-8724"
-159.376007,21.969158,Colenti s,"4303 Nawiliwili Rd, Lihue, 96766, (808) 246-4940"
-157.826569,21.279573,Da Big Kahuna,"2299 Kuhio Ave, Honolulu Oahu, 96815, (808) 923-0033"
-157.835922,21.286964,Da Smoke House,"444 Hobron Lane, Honolulu Oahu, 96815, (808) 946-0233"
-157.821625,21.29213,Eastside Grill,"1035 University Ave, Honolulu Oahu, 96826, (808) 952-6555"
-157.826385,21.279428,Galaxy Steak,"2301 Kuhio Avenue, Honolulu Oahu, 96815, (808) 926-1641"
-159.586182,21.902647,Grinds Cafe,"4469 Waialo, Eleele, 96705, (808) 335-6027"
-157.838898,21.28554,Harbor Pub,"1765 Ala Moana Blvd, Honolulu Oahu, 96815, (808) 941-0985"
-157.865234,21.307302,Hong Kong Harbor View Seafood,"1 Aloha Tower Dr, Honolulu Oahu, 96813, (808) 566-9989"
-159.319336,22.070337,House Of Noodles,"4-1130 Kuhio Hwy, Kapaa, 96746, (808) 822-2708"
-157.823792,21.274885,Ilima Cafe,"130 Liliuokalani Avenue, Honolulu Oahu, 96815, (808) 922-4911"
