-117.160889,32.7136,Cafe Lulu SurfandSip,,,,,,
-117.16828,32.721973,It's A Grind (India) SurfandSip,,,,,,
-117.214306,32.850942,Java City (University City) SurfandSip,,,,,,
-117.202866,32.895555,Courtyard San Diego/Sorrento Mesa ibahn,,,,,,
-117.143514,32.832935,Residence Inn San Diego Central ibahn,,,,,,
-117.171011,32.722457,Residence Inn San Diego Downtown ibahn,,,,,,
-117.11687,32.810471,San Diego - Mission Valley ibahn,,,,,,
-117.165143,32.709341,San Diego Marriott Hotel & Marina ibahn,,,,,,
-117.141028,32.775589,San Diego Marriott Mission Valley ibahn,,,,,,
-117.195063,32.750459,San Diego- Old Town Courtyard ibahn,,,,,,
-117.160033,32.713608,T-Mobile Starbucks 5th and F Street tmobile,,,,,,
-117.092654,32.585579,T-Mobile Starbucks Palm & Saturn San Diego tmobile,,,,,,
-117.101059,32.823043,T-Mobile Starbucks Tierrasanta & Santo San Diego tmobile,,,,,,
-117.099374,32.937148,T-Mobile Starbucks Scripps Ranch Village tmobile,,,,,,
-117.154129,32.765921,T-Mobile Borders Camino Del Rio tmobile,,,,,,
-117.120614,32.915458,T-Mobile Starbucks Mira Mesa & I-15 San Diego tmobile,,,,,,
-117.08252,32.980335,T-Mobile Borders Rancho Carmel tmobile,,,,,,
-117.043465,32.560806,T-Mobile Starbucks Carmel Mountain tmobile,,,,,,
-117.074622,33.020225,T-Mobile Starbucks Rancho Bernardo tmobile,,,,,,
-117.159254,32.717739,T-Mobile Starbucks 525 B Street tmobile,,,,,,
-117.153015,32.748549,T-Mobile Starbucks University & Richmond - San Diego tmobile,,,,,,
-117.06157,33.018608,T-Mobile Starbucks Rancho Bernardo and Pomerado tmobile,,,,,,
-117.126387,32.959259,T-Mobile Starbucks Rancho Penasquitos tmobile,,,,,,
-117.148739,32.770366,T-Mobile Starbucks Park in the Valley - San Diego tmobile,,,,,,
-117.237603,32.800506,T-Mobile Starbucks Pacific Beach tmobile,,,,,,
-117.128975,32.779521,T-Mobile Starbucks Friars Rd & Fenton Pkwy San Diego tmobile,,,,,,
-117.207749,32.747907,T-Mobile Starbucks Point Loma tmobile,,,,,,
-117.052083,32.743198,T-Mobile Starbucks College Grove & College way San Di tmobile,,,,,,
-117.161551,32.711479,T-Mobile Starbucks 4th and Market tmobile,,,,,,
-117.232182,32.954488,T-Mobile Starbucks Del Mar Highlands tmobile,,,,,,
-117.116082,32.808837,T-Mobile Starbucks Stonecrest Plaza tmobile,,,,,,
-117.160416,32.746972,T-Mobile Starbucks 5TH and Robinson tmobile,,,,,,
-117.23066,32.937787,T-Mobile Starbucks Carmel Creek and Valley Center tmobile,,,,,,
-117.106437,32.763242,T-Mobile Starbucks Adams & Marlborough - San Diego tmobile,,,,,,
-117.182132,32.819944,T-Mobile Starbucks Genesee Plaza tmobile,,,,,,
-117.14943,32.817762,T-Mobile Starbucks Kearny Mesa tmobile,,,,,,
-117.25474,32.794135,T-Mobile Starbucks P.B. Marketplace tmobile,,,,,,
