-117.15043,32.810005,3 Par At Four Points -  (Public),"8110 Aero Dr, San Diego, CA, 92123, (858) 277-8888, 9 holes - 793 yards - par 27"
-117.096132,32.794893,Admiral Baker Golf Course - North Course (Private),"Friars Rd & Admiral Baker Rd, San Diego, CA, 92120, (619) 556-5520, 18 holes - 6822 yards - par 72"
-117.096132,32.794893,Admiral Baker Golf Course - South Course (Private),"Friars Rd & Admiral Baker Rd, San Diego, CA, 92120, (619) 556-5520, 18 holes - 6061 yards - par 72"
-117.288241,33.274351,Arrowood Golf Course -  (Public),"5201 A Village Dr, Oceanside, CA, 92057, (760) 967-8400, 18 holes - 6721 yards - par 71"
-117.136691,32.724447,Balboa Park Golf Course -  (Municipal),"2600 Golf Course Dr, San Diego, CA, 92102, (619) 239-1660, 18 holes - 6267 yards - par 72"
-117.136691,32.724447,Balboa Park Golf Course - Executive Course (Municipal),"2600 Golf Course Dr, San Diego, CA, 92102, (619) 239-1660, 9 holes - 2197 yards - par 32"
-116.869462,32.933515,Barona Creek Golf Club -  (Public),"1932 Wildcat Canyon Rd, Lakeside, CA, 92040, (888) 722-7662, 18 holes - 7088 yards - par 72"
-117.071567,33.005189,Bernardo Heights Country Club -  (Private),"16066 Bernardo Heights Pkwy, San Diego, CA, 92128, (858) 487-4022, 18 holes - 6748 yards - par 72"
-117.015699,32.680119,Bonita Golf Club -  (Public),"5540 Sweetwater Rd, Bonita, CA, 91902, (619) 267-1103, 18 holes - 6287 yards - par 71"
-117.009671,32.842719,Carlton Oaks Country Club -  (Public),"9200 Inwood Dr, Santee, CA, 92071, (800) 831-6757, 18 holes - 7090 yards - par 72"
-117.076292,32.974756,Carmel Mountain Ranch Country Club -  (Public),"14050 Carmel Ridge Rd, San Diego, CA, 92128, (858) 487-9224, 18 holes - 6296 yards - par 71"
-117.145014,33.25575,Castle Creek Golf Club -  (Public),"8797 Circle R Dr, Escondido, CA, 92026, (760) 749-2422, 18 holes - 6372 yards - par 72"
-117.356849,33.19327,Center City Golf Course -  (Public),"Oceanside Boulevard @ Saratoga, Oceanside, CA, 92054, (760) 433-8590, 18 holes - 4797 yards - par 66"
-117.031867,32.661286,Chula Vista Municipal Golf Course -  (Municipal),"4475 Bonita Rd, Bonita, CA, 91902, (619) 479-4141, 18 holes - 6759 yards - par 73"
-117.083535,32.75104,Colina Park Golf Course -  (Municipal),"4085 52nd St, San Diego, CA, 92105, (619) 582-4704, 18 holes - 1252 yards - par 54"
-117.167659,32.684808,Coronado Municipal Golf Course -  (Municipal),"2000 Visalia Row, Coronado, CA, 92118, (619) 435-3121, 18 holes - 6633 yards - par 72"
-116.91134,32.748314,Cottonwood Golf - Ivanhoe Course (Public),"3121 Willow Glen Dr, El Cajon, CA, 92019, (800) 455-1902, 18 holes - 6837 yards - par 72"
-116.91134,32.748314,Cottonwood Golf - Monte Vista Course (Public),"3121 Willow Glen Dr, El Cajon, CA, 92019, (800) 455-1902, 18 holes - 6248 yards - par 71"
-117.195727,32.978568,Del Mar Country Club -  (Private),"6001 Clubhouse Drive, Rancho Santa Fe, CA, 92067, (858) 759-5525, 18 holes - 6950 yards - par 72"
-117.091142,32.978265,Doubletree Golf Resort -  (Public),"14455 Penasquitos Dr, San Diego, CA, 92129, (858) 485-4145, 18 holes - 6500 yards - par 72"
